Status_of_existing_checking_account,Duration_in_month,Credit_history,Purpose,Credit_amount,Savings_account_bonds,Present_employment_since,Installment_rate_in_percentage_of_disposable_income,Personal_status_and_sex,Other_debtors_guarantors,Present_residence_since,Property,Age_in_years,Other_installment_plans,Housing,Number_of_existing_credits_at_this_bank,Job,Number_of_people_being_liable_to_provide_maintenance_for,Telephone,Foreign_worker,Target
1,-0.9875727016121243,2,4,-0.9971406505588548,0,2,0.9184771676276685,2,0,0.1405047057619635,0,-1.0154990326677027,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0,0
3,0.7547634097761486,2,4,-0.3325593289033746,2,4,0.9184771676276685,2,0,-0.7659772668958666,2,-0.4877843092997643,0,1,-0.7049259983890862,3,-0.4282895663715403,0,0,0
1,-0.738667542842371,2,4,-0.7490302904741422,2,2,0.024146916773074168,0,0,-1.6724592395536968,2,-0.8395941248783899,2,1,-0.7049259983890862,2,-0.4282895663715403,1,0,0
1,-0.2408572253028645,3,6,1.039490962365086,0,2,-0.8701833340815202,2,0,1.0469866784197936,0,0.7435500452254252,2,1,-0.7049259983890862,1,2.3348689263480744,1,0,0
0,0.7547634097761486,4,1,1.033465425048743,1,3,-1.7645135849361147,3,0,1.0469866784197936,2,-1.0154990326677027,2,0,1.0270789116578085,2,-0.4282895663715403,0,0,0
0,2.2481943623946683,4,1,1.0178699167005612,0,4,0.9184771676276685,1,0,1.0469866784197936,3,1.9748843997506147,1,2,1.0270789116578085,1,-0.4282895663715403,0,0,1
3,-0.8216359290989554,4,0,-0.6657360981599887,0,1,0.9184771676276685,1,0,1.0469866784197936,2,-0.048022039826482336,2,1,1.0270789116578085,3,-0.4282895663715403,0,0,0
3,1.2525737273156552,2,4,-0.34461040353606065,2,4,0.9184771676276685,2,0,1.0469866784197936,2,0.3037877757521432,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0,0
0,-1.2364778603818776,2,1,-0.6802682763935218,2,0,-1.7645135849361147,1,0,-0.7659772668958666,1,-1.103451486562359,2,0,-0.7049259983890862,0,-0.4282895663715403,1,0,0
3,-0.8216359290989554,4,0,1.4024409748318656,0,2,-1.7645135849361147,2,0,1.0469866784197936,1,0.3037877757521432,2,1,1.0270789116578085,1,-0.4282895663715403,0,0,0
3,-0.738667542842371,2,4,-0.4247146055062679,1,2,0.9184771676276685,1,1,-0.7659772668958666,0,-0.6636892170890771,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0,0
1,0.2569530922366421,3,3,-0.3325593289033746,4,1,0.9184771676276685,2,0,-0.7659772668958666,1,-0.5757367631944207,0,1,-0.7049259983890862,1,-0.4282895663715403,0,0,0
1,0.5058582510063954,3,1,0.9547789965647342,0,4,-1.7645135849361147,2,0,-0.7659772668958666,2,-0.4877843092997643,2,1,1.0270789116578085,3,-0.4282895663715403,1,0,0
3,-0.738667542842371,2,4,-0.7121681798329849,0,2,0.024146916773074168,2,0,-0.7659772668958666,2,-0.9275465787730462,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0,0
3,-0.2408572253028645,2,1,0.03783399436594634,4,2,-0.8701833340815202,2,0,-1.6724592395536968,1,-0.3998318554051079,2,1,-0.7049259983890862,2,-0.4282895663715403,1,0,0
1,1.2525737273156552,3,0,-0.37083921303073025,0,4,0.9184771676276685,2,0,1.0469866784197936,3,1.8869319458559584,0,2,1.0270789116578085,2,-0.4282895663715403,1,0,1
3,-1.2364778603818776,1,0,-0.8819465548052382,4,2,-1.7645135849361147,2,2,-0.7659772668958666,0,-0.8395941248783899,1,1,-0.7049259983890862,1,2.3348689263480744,0,0,0
1,-0.738667542842371,2,4,1.1330640124541778,4,0,-0.8701833340815202,2,0,-1.6724592395536968,3,1.4471696763826765,2,1,-0.7049259983890862,3,-0.4282895663715403,1,0,1
3,1.2525737273156552,4,4,2.231129577514806,0,2,-0.8701833340815202,1,0,-0.7659772668958666,2,-0.3998318554051079,1,1,1.0270789116578085,2,-0.4282895663715403,0,0,0
2,-0.2408572253028645,2,0,-0.46441226311982187,0,4,0.024146916773074168,1,0,-0.7659772668958666,2,-1.103451486562359,2,1,-0.7049259983890862,3,-0.4282895663715403,0,0,0
0,1.2525737273156552,4,3,1.0483520466538259,0,1,0.9184771676276685,1,1,1.0469866784197936,3,-1.103451486562359,2,0,1.0270789116578085,1,-0.4282895663715403,1,0,1
1,-0.9875727016121243,2,9,-0.6664449849030879,0,2,-0.8701833340815202,3,0,-1.6724592395536968,0,-0.7516416709837335,0,1,-0.7049259983890862,2,-0.4282895663715403,1,0,0
1,-0.4897623840726178,4,4,-0.6146962526568478,4,4,0.9184771676276685,2,2,1.0469866784197936,0,1.2712647685933636,2,1,1.0270789116578085,2,-0.4282895663715403,1,0,0
1,1.2525737273156552,0,9,-0.4672478100922186,0,4,0.9184771676276685,2,0,1.0469866784197936,3,2.238741761434584,2,2,-0.7049259983890862,3,-0.4282895663715403,1,0,1
1,2.2481943623946683,0,9,3.9519521463880625,0,2,-0.8701833340815202,2,0,-0.7659772668958666,2,-0.9275465787730462,2,1,-0.7049259983890862,2,-0.4282895663715403,1,0,1
3,0.2569530922366421,2,4,-0.03199134982932277,0,1,0.9184771676276685,1,0,1.0469866784197936,1,-0.8395941248783899,2,1,-0.7049259983890862,2,-0.4282895663715403,1,0,0
3,0.5058582510063954,2,6,0.6800853836138023,4,4,0.9184771676276685,2,0,1.0469866784197936,1,1.0953598608040507,2,1,4.491088731751598,2,2.3348689263480744,1,0,0
3,-0.738667542842371,2,4,-0.3899791550944081,0,1,-0.8701833340815202,1,0,-0.7659772668958666,2,-0.5757367631944207,0,1,-0.7049259983890862,2,-0.4282895663715403,0,0,0
1,-0.738667542842371,2,0,-0.8025512395781302,3,2,0.9184771676276685,3,0,-1.6724592395536968,0,-1.1914039404570154,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0,0
3,1.2525737273156552,2,7,-0.5147432218798635,0,2,0.9184771676276685,2,0,1.0469866784197936,3,0.12788286796283044,1,2,-0.7049259983890862,2,-0.4282895663715403,1,0,1
3,1.2525737273156552,2,4,-0.31093828323884964,4,2,0.9184771676276685,1,0,1.0469866784197936,2,-0.9275465787730462,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0,0
3,1.2525737273156552,2,1,1.723212226084244,0,2,-1.7645135849361147,1,0,-0.7659772668958666,1,-0.4877843092997643,0,1,-0.7049259983890862,2,-0.4282895663715403,0,0,0
3,-1.1535094741252931,4,4,-0.9007320534973665,4,4,0.9184771676276685,2,0,-0.7659772668958666,1,0.919454953014738,2,0,1.0270789116578085,1,-0.4282895663715403,1,0,0
0,-1.0705410878687087,4,2,-0.7469036302448446,0,4,0.024146916773074168,2,0,1.0469866784197936,3,1.35921722248802,0,2,1.0270789116578085,3,2.3348689263480744,1,0,0
1,1.7503840448551617,4,9,0.9508801194776887,0,3,-0.8701833340815202,1,0,-1.6724592395536968,0,0.479692683541456,0,1,1.0270789116578085,1,-0.4282895663715403,0,0,0
0,1.2525737273156552,2,7,-0.45874116917502844,4,4,0.9184771676276685,2,0,1.0469866784197936,3,0.3917402296467996,2,1,-0.7049259983890862,3,-0.4282895663715403,1,0,1
0,-0.738667542842371,4,1,-0.6185951297438933,0,4,0.9184771676276685,2,0,1.0469866784197936,3,2.678504030907866,2,2,1.0270789116578085,3,-0.4282895663715403,0,0,0
0,1.7503840448551617,2,4,0.24589225346555532,0,1,0.9184771676276685,2,0,0.1405047057619635,2,-0.13597449372113873,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0,1
1,-0.8216359290989554,3,4,0.5315736109345244,0,3,-0.8701833340815202,2,0,1.0469866784197936,1,1.35921722248802,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0,0
3,2.746004679934175,0,1,2.185051939213359,4,2,-0.8701833340815202,2,0,-0.7659772668958666,1,0.3037877757521432,2,1,-0.7049259983890862,1,2.3348689263480744,0,0,0
1,0.7547634097761486,2,3,0.19875128504945994,0,1,-0.8701833340815202,3,0,-1.6724592395536968,1,-1.1914039404570154,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0,0
3,0.2569530922366421,2,4,0.9469812423906432,4,1,-1.7645135849361147,1,0,-1.6724592395536968,2,0.7435500452254252,2,1,1.0270789116578085,2,-0.4282895663715403,1,0,1
3,-0.4897623840726178,2,4,-0.7295359050389147,2,4,0.9184771676276685,2,0,0.1405047057619635,1,1.0074074069093943,1,1,-0.7049259983890862,2,-0.4282895663715403,1,0,0
3,-0.2408572253028645,2,9,-0.6037085081388105,1,2,0.024146916773074168,1,0,1.0469866784197936,1,-1.0154990326677027,2,0,-0.7049259983890862,1,-0.4282895663715403,0,0,0
0,0.2569530922366421,2,2,-0.5374275976590372,0,4,0.9184771676276685,1,2,1.0469866784197936,0,1.9748843997506147,2,1,-0.7049259983890862,1,-0.4282895663715403,1,0,0
0,-0.9046043153555399,2,4,-0.3389393095912672,0,4,0.024146916773074168,2,0,1.0469866784197936,0,1.4471696763826765,2,1,-0.7049259983890862,1,-0.4282895663715403,0,0,0
3,-0.738667542842371,4,9,-0.6590016741005464,0,2,0.9184771676276685,1,2,-0.7659772668958666,0,-0.5757367631944207,2,1,1.0270789116578085,3,-0.4282895663715403,1,0,0
1,-0.2408572253028645,4,3,-0.7004715485718485,0,1,0.9184771676276685,1,0,-1.6724592395536968,1,-0.7516416709837335,2,1,1.0270789116578085,2,-0.4282895663715403,0,0,0
1,1.2525737273156552,2,7,3.310764087254855,1,2,-1.7645135849361147,2,0,1.0469866784197936,3,1.0074074069093943,2,2,-0.7049259983890862,2,2.3348689263480744,1,0,1
0,-0.2408572253028645,2,0,-0.36233257211354014,1,3,0.9184771676276685,2,0,0.1405047057619635,2,-0.4877843092997643,2,1,-0.7049259983890862,3,2.3348689263480744,1,0,0
0,-0.738667542842371,0,6,-0.7667524590516217,0,3,0.9184771676276685,2,0,0.1405047057619635,0,-0.6636892170890771,2,1,1.0270789116578085,2,-0.4282895663715403,0,0,1
3,-0.738667542842371,4,4,-0.9404297111109204,0,4,0.9184771676276685,2,0,1.0469866784197936,0,1.798979491961302,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0,0
0,-0.738667542842371,4,1,-0.6600650042151952,0,4,0.9184771676276685,2,0,0.1405047057619635,0,1.6230745841719891,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0,0
3,-0.738667542842371,4,4,-0.8769843476035439,4,4,0.9184771676276685,1,0,0.1405047057619635,1,-0.22392694761579512,0,1,-0.7049259983890862,1,2.3348689263480744,0,0,1
2,0.2569530922366421,4,3,0.12254596016629822,4,4,0.9184771676276685,2,1,1.0469866784197936,3,-1.3673088482463283,2,0,1.0270789116578085,2,-0.4282895663715403,0,0,0
1,-0.738667542842371,2,0,-0.6923193510262079,3,4,0.9184771676276685,2,0,1.0469866784197936,0,1.6230745841719891,2,1,-0.7049259983890862,2,-0.4282895663715403,1,0,0
1,2.746004679934175,0,9,4.492123844629637,0,1,0.024146916773074168,2,0,1.0469866784197936,3,1.9748843997506147,2,0,-0.7049259983890862,2,-0.4282895663715403,1,0,1
3,-0.738667542842371,4,7,-0.4463356511707928,4,3,0.9184771676276685,1,0,-0.7659772668958666,2,2.238741761434584,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0,0
1,-0.2408572253028645,2,9,-0.23012519452554325,1,2,0.9184771676276685,2,0,1.0469866784197936,2,-0.13597449372113873,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0,0
1,1.2525737273156552,4,4,-0.33114155541717627,0,4,0.9184771676276685,2,0,1.0469866784197936,0,0.03993041406817406,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0,0
1,-0.07492045278969563,3,1,1.3418311582968858,4,3,0.024146916773074168,2,0,1.0469866784197936,1,0.03993041406817406,0,0,1.0270789116578085,3,2.3348689263480744,1,0,0
3,0.2569530922366421,2,0,-0.6387984019222199,1,4,0.9184771676276685,3,0,1.0469866784197936,0,0.479692683541456,2,0,-0.7049259983890862,1,-0.4282895663715403,0,0,0
1,1.2525737273156552,2,4,-0.3361037626188705,0,3,0.9184771676276685,2,0,1.0469866784197936,2,-1.0154990326677027,2,0,-0.7049259983890862,2,-0.4282895663715403,0,0,0
3,-1.2364778603818776,3,4,-0.8291344924443494,0,2,0.024146916773074168,1,0,-0.7659772668958666,0,-1.0154990326677027,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0,0
1,-0.9875727016121243,4,3,-0.4792988847249046,0,3,0.9184771676276685,2,0,0.1405047057619635,2,-0.048022039826482336,2,0,-0.7049259983890862,2,-0.4282895663715403,1,0,0
3,-0.738667542842371,2,1,-0.2928616712898206,4,1,-0.8701833340815202,3,0,1.0469866784197936,2,-0.8395941248783899,2,0,-0.7049259983890862,2,-0.4282895663715403,1,0,0
1,0.2569530922366421,4,2,3.071869254830432,0,2,-0.8701833340815202,2,1,0.1405047057619635,2,0.3037877757521432,2,1,1.0270789116578085,3,2.3348689263480744,1,0,1
3,-0.2408572253028645,1,0,1.1295195787386818,0,4,-0.8701833340815202,2,0,1.0469866784197936,3,0.3037877757521432,0,1,1.0270789116578085,3,2.3348689263480744,1,0,1
1,-0.738667542842371,2,0,0.9948310975498378,0,3,-0.8701833340815202,2,0,-0.7659772668958666,2,-0.3118794015104515,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0,0
0,0.2569530922366421,2,3,1.5771815570058132,4,1,-1.7645135849361147,1,0,-0.7659772668958666,1,-0.4877843092997643,2,1,-0.7049259983890862,2,-0.4282895663715403,1,1,0
1,-0.5727307703292022,2,9,-0.6597105608436457,2,4,-1.7645135849361147,3,0,-0.7659772668958666,0,-0.048022039826482336,2,1,-0.7049259983890862,2,-0.4282895663715403,1,0,0
1,-1.2364778603818776,3,9,-0.6458872693532116,1,4,-1.7645135849361147,0,0,-0.7659772668958666,2,-0.3998318554051079,0,1,1.0270789116578085,2,2.3348689263480744,0,0,0
2,-0.4897623840726178,2,7,-1.0205339130811277,0,1,0.9184771676276685,1,0,1.0469866784197936,1,-1.103451486562359,2,0,-0.7049259983890862,2,-0.4282895663715403,1,0,0
1,-0.2408572253028645,2,0,1.0593397911718632,0,3,0.024146916773074168,2,0,0.1405047057619635,0,-0.6636892170890771,2,0,-0.7049259983890862,1,-0.4282895663715403,0,0,0
3,1.2525737273156552,4,0,1.6246769687934581,0,2,0.9184771676276685,1,0,-0.7659772668958666,0,-0.9275465787730462,1,1,1.0270789116578085,2,-0.4282895663715403,1,0,1
0,-0.738667542842371,2,4,-0.5640108505252565,2,4,0.024146916773074168,3,0,-1.6724592395536968,0,-0.048022039826482336,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0,0
3,2.2481943623946683,4,4,0.10872266867586422,4,4,0.9184771676276685,2,0,-1.6724592395536968,0,1.0074074069093943,2,1,-0.7049259983890862,2,-0.4282895663715403,1,0,0
0,1.7503840448551617,2,4,1.3833010327681878,4,3,0.9184771676276685,1,0,0.1405047057619635,2,-0.4877843092997643,2,1,-0.7049259983890862,3,-0.4282895663715403,1,0,1
0,-0.9046043153555399,4,3,-0.4038024465848421,4,1,-0.8701833340815202,1,1,0.1405047057619635,0,-0.7516416709837335,2,0,1.0270789116578085,2,-0.4282895663715403,0,1,0
0,1.003668568545902,4,3,0.3578963588752256,2,2,-1.7645135849361147,1,0,1.0469866784197936,2,-1.103451486562359,2,1,1.0270789116578085,2,-0.4282895663715403,0,0,1
1,-0.738667542842371,4,0,-0.3208626976422382,2,3,0.024146916773074168,0,0,0.1405047057619635,2,0.03993041406817406,2,1,-0.7049259983890862,3,-0.4282895663715403,1,0,0
0,0.008047933466888799,2,4,-0.5090721279350702,0,2,0.024146916773074168,1,0,-0.7659772668958666,0,-0.9275465787730462,2,1,1.0270789116578085,2,-0.4282895663715403,1,0,1
3,0.2569530922366421,4,1,0.21151124642524516,0,4,0.9184771676276685,1,0,-0.7659772668958666,2,0.479692683541456,2,0,1.0270789116578085,3,-0.4282895663715403,1,0,0
3,-0.738667542842371,2,3,-0.5328198338288926,0,2,0.024146916773074168,2,0,-0.7659772668958666,0,-1.0154990326677027,2,0,-0.7049259983890862,1,-0.4282895663715403,0,0,0
2,-0.9046043153555399,4,0,-0.8826554415483374,0,4,0.9184771676276685,2,0,1.0469866784197936,3,2.4146466692238966,2,2,1.0270789116578085,2,-0.4282895663715403,1,0,0
1,-0.2408572253028645,2,3,-0.4775266678671567,4,1,0.9184771676276685,1,0,0.1405047057619635,0,-0.7516416709837335,2,0,-0.7049259983890862,2,-0.4282895663715403,0,0,1
0,-0.738667542842371,4,0,-0.40770132367188755,0,2,0.9184771676276685,2,0,-0.7659772668958666,1,-0.4877843092997643,2,1,1.0270789116578085,2,-0.4282895663715403,0,0,0
0,-0.738667542842371,2,4,-0.9110109112723046,0,2,0.9184771676276685,3,0,-0.7659772668958666,0,0.3917402296467996,2,1,-0.7049259983890862,1,-0.4282895663715403,0,0,0
1,-0.738667542842371,2,6,-0.9329864003083791,0,2,0.9184771676276685,2,0,-0.7659772668958666,2,-0.4877843092997643,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0,1
1,-0.738667542842371,4,1,-0.5002110436463304,0,0,0.9184771676276685,2,0,-0.7659772668958666,2,-0.13597449372113873,2,1,1.0270789116578085,3,-0.4282895663715403,1,0,0
0,-0.738667542842371,4,0,0.08072164232344667,0,2,0.024146916773074168,1,1,-0.7659772668958666,0,-0.5757367631944207,2,1,1.0270789116578085,2,-0.4282895663715403,0,0,1
1,2.2481943623946683,2,0,1.8486851796127988,4,3,-1.7645135849361147,1,0,-0.7659772668958666,2,-1.0154990326677027,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0,0
0,1.2525737273156552,3,7,1.2815757851334557,0,2,0.9184771676276685,2,0,0.1405047057619635,1,-0.5757367631944207,1,1,-0.7049259983890862,2,-0.4282895663715403,1,0,1
3,-0.4897623840726178,2,3,-0.19964306457227857,0,1,-0.8701833340815202,2,0,0.1405047057619635,1,-0.7516416709837335,0,1,1.0270789116578085,1,-0.4282895663715403,0,0,0
3,-0.2408572253028645,2,3,-0.4562600655741813,0,2,0.9184771676276685,2,0,1.0469866784197936,3,1.0074074069093943,0,2,1.0270789116578085,2,-0.4282895663715403,0,0,0
3,3.2438149974736814,2,4,2.4359978462704683,1,3,-0.8701833340815202,1,0,1.0469866784197936,0,-1.279356394351672,2,1,-0.7049259983890862,2,-0.4282895663715403,1,0,0
3,-0.738667542842371,4,4,-0.7199659340070759,4,4,0.9184771676276685,1,0,-0.7659772668958666,0,0.21583532185748686,2,1,1.0270789116578085,2,-0.4282895663715403,1,0,0
3,0.5058582510063954,3,1,1.893345044428047,3,2,-0.8701833340815202,2,0,-0.7659772668958666,2,-0.7516416709837335,2,1,1.0270789116578085,2,-0.4282895663715403,0,0,0
1,-0.738667542842371,2,4,-0.8879720921215812,2,2,0.9184771676276685,2,0,0.1405047057619635,0,2.678504030907866,2,1,-0.7049259983890862,1,-0.4282895663715403,0,0,1
1,-0.4897623840726178,4,4,-0.1925541971412868,4,3,0.9184771676276685,2,2,-0.7659772668958666,0,-0.048022039826482336,0,1,2.7590838217047033,2,-0.4282895663715403,1,0,0
2,-0.738667542842371,2,4,-0.49276773284378905,0,2,-0.8701833340815202,1,0,-0.7659772668958666,2,0.7435500452254252,2,0,-0.7049259983890862,1,-0.4282895663715403,1,0,0
2,-1.2364778603818776,2,0,-0.9081753642999079,3,1,-0.8701833340815202,3,0,-0.7659772668958666,0,-0.7516416709837335,2,1,-0.7049259983890862,0,-0.4282895663715403,0,1,0
1,1.2525737273156552,2,4,0.5400802518517146,0,1,0.9184771676276685,1,0,-1.6724592395536968,3,-0.4877843092997643,2,1,-0.7049259983890862,3,-0.4282895663715403,1,0,0
0,0.5058582510063954,2,4,0.05130284248483074,0,2,0.024146916773074168,2,0,-0.7659772668958666,2,-0.7516416709837335,2,1,-0.7049259983890862,3,-0.4282895663715403,0,0,0
